manufacturer,model,engine_size,fuel_type,year_of_manufacture,mileage,price,car_age,damages
Ford,Fiesta,1.4,Hybrid,2004,152580,3869.350000000000000000,20,SCRATCH
Ford,Focus,1.8,Diesel,1991,331142,460.750000000000000000,33,SCRATCH
Porsche,Cayenne,3.5,Diesel,1997,76704,13657.20000000000000,27,SCRATCH
Ford,Focus,1.8,Petrol,2001,155687,4230.350000000000000000,23,SCRATCH
Ford,Mondeo,2.0,Diesel,2002,123773,6404.900000000000000000,22,SCRATCH
BMW,X3,2.0,Diesel,2006,110515,10821.45000000000000,18,SCRATCH
VW,Polo,1.2,Petrol,2004,96518,4731.000000000000000000,20,SCRATCH
BMW,M5,4.4,Petrol,2018,39972,94261.85000000000000,6,SCRATCH
Ford,Focus,2.0,Diesel,2012,82702,17039.20000000000000,12,SCRATCH
Ford,Focus,1.6,Hybrid,2017,27270,34531.55000000000000,7,SCRATCH
VW,Polo,1.0,Petrol,2000,109304,3010.550000000000000000,24,SCRATCH
VW,Polo,1.6,Petrol,2006,99660,6101.850000000000000000,18,SCRATCH
BMW,Z4,2.2,Petrol,2001,179835,4211.350000000000000000,23,SCRATCH
Ford,Focus,1.0,Diesel,1996,120438,3143.550000000000000000,28,SCRATCH
Ford,Fiesta,1.2,Petrol,1992,253878,549.100000000000000000,32,SCRATCH
Ford,Fiesta,1.0,Petrol,2003,161855,2360.750000000000000000,21,SCRATCH
Ford,Focus,2.0,Petrol,1999,211059,2422.500000000000000000,25,SCRATCH
Ford,Focus,2.0,Petrol,2007,122131,8701.050000000000000000,17,SCRATCH
VW,Polo,1.6,Petrol,1992,245289,704.900000000000000000,32,SCRATCH
Ford,Mondeo,1.4,Diesel,1996,172267,2420.600000000000000000,28,SCRATCH
BMW,Z4,2.0,Petrol,1993,167091,2624.850000000000000000,31,SCRATCH
VW,Polo,1.0,Petrol,2011,89765,7229.500000000000000000,13,SCRATCH
VW,Polo,1.2,Petrol,2004,140092,3390.550000000000000000,20,SCRATCH
Ford,Fiesta,1.0,Petrol,2014,62676,10348.35000000000000,10,SCRATCH
Ford,Mondeo,2.0,Diesel,2015,52933,25121.80000000000000,9,SCRATCH
BMW,X3,2.4,Diesel,2006,105255,12329.10000000000000,18,SCRATCH
VW,Passat,1.4,Diesel,2005,179531,4380.450000000000000000,19,SCRATCH
VW,Polo,1.6,Petrol,1993,164889,1533.300000000000000000,31,SCRATCH
Ford,Focus,1.6,Diesel,1989,132028,2278.100000000000000000,35,SCRATCH
Ford,Fiesta,1.0,Petrol,2018,39535,15614.20000000000000,6,SCRATCH
Porsche,911,3.0,Petrol,2003,196874,10339.80000000000000,21,SCRATCH
Toyota,Yaris,1.2,Hybrid,1989,57322,3079.900000000000000000,35,SCRATCH
Porsche,Cayenne,4.0,Petrol,1995,172676,5794.050000000000000000,29,SCRATCH
Ford,Mondeo,1.4,Diesel,2012,76236,14768.70000000000000,12,SCRATCH
VW,Passat,1.8,Diesel,1998,143658,4199.950000000000000000,26,SCRATCH
VW,Polo,1.6,Diesel,2018,29461,22576.75000000000000,6,SCRATCH
Ford,Mondeo,2.0,Diesel,1992,57241,5275.350000000000000000,32,SCRATCH
Ford,Fiesta,1.4,Petrol,2008,68293,7909.700000000000000000,16,SCRATCH
Toyota,Prius,1.0,Hybrid,1995,102109,4005.200000000000000000,29,SCRATCH
VW,Golf,1.6,Petrol,2006,88547,7843.200000000000000000,18,SCRATCH
VW,Passat,1.4,Diesel,2006,136762,6673.750000000000000000,18,SCRATCH
BMW,Z4,2.4,Petrol,1985,275502,636.500000000000000000,39,SCRATCH
Ford,Mondeo,1.8,Hybrid,2013,61050,22632.80000000000000,11,SCRATCH
Ford,Fiesta,1.2,Petrol,2014,65825,11104.55000000000000,10,SCRATCH
BMW,M5,4.4,Petrol,2012,46023,60911.15000000000000,12,SCRATCH
Ford,Fiesta,1.2,Petrol,2005,88090,5234.500000000000000000,19,SCRATCH
VW,Golf,1.2,Petrol,2013,53935,13661.95000000000000,11,SCRATCH
Ford,Fiesta,1.4,Petrol,1996,115616,2534.600000000000000000,28,SCRATCH
Toyota,RAV4,2.4,Hybrid,2001,104373,10699.85000000000000,23,SCRATCH
VW,Polo,1.4,Petrol,1995,243511,818.900000000000000000,29,SCRATCH
Toyota,RAV4,2.0,Petrol,2016,46396,32798.75000000000000,8,SCRATCH
Toyota,Yaris,1.4,Hybrid,1990,237954,835.050000000000000000,34,SCRATCH
Porsche,718 Cayman,4.0,Petrol,1996,69431,11538.70000000000000,28,SCRATCH
Toyota,RAV4,2.2,Hybrid,2016,3500,52530.25000000000000,8,SCRATCH
Porsche,911,2.2,Petrol,2011,66956,41711.65000000000000,13,SCRATCH
Ford,Mondeo,1.6,Diesel,1998,51799,7285.550000000000000000,26,SCRATCH
Ford,Mondeo,1.4,Hybrid,2007,62821,13225.90000000000000,17,SCRATCH
VW,Golf,1.8,Petrol,2010,70562,12294.90,14,SCRATCH
Toyota,Yaris,1.4,Petrol,2006,101476,6354.550000000000000000,18,SCRATCH
Ford,Focus,2.0,Petrol,1996,104096,4789.900000000000000000,28,SCRATCH
Ford,Mondeo,2.0,Petrol,2010,96541,12754.70000000000000,14,SCRATCH
Toyota,RAV4,1.8,Hybrid,2017,29825,44042.95000000000000,7,SCRATCH
Toyota,RAV4,2.2,Hybrid,1994,121980,5623.050000000000000000,30,SCRATCH
VW,Golf,1.6,Diesel,2003,156220,4001.400000000000000000,21,SCRATCH
BMW,M5,4.0,Petrol,1998,110722,14660.40000000000000,26,SCRATCH
Toyota,Yaris,1.4,Petrol,1994,126806,2356.000000000000000000,30,SCRATCH
Porsche,Cayenne,3.5,Petrol,1991,67231,9291.950000000000000000,33,SCRATCH
BMW,X3,3.0,Petrol,1995,67396,8227.000000000000000000,29,SCRATCH
Ford,Fiesta,1.0,Petrol,2008,93637,5609.750000000000000000,16,SCRATCH
BMW,Z4,2.4,Petrol,2010,48667,21481.40000000000000,14,SCRATCH
Toyota,Prius,1.0,Hybrid,2004,127272,6029.650000000000000000,20,SCRATCH
VW,Passat,1.8,Diesel,2011,52458,19342.95000000000000,13,SCRATCH
VW,Polo,1.6,Diesel,2014,89914,11715.40000000000000,10,SCRATCH
Ford,Focus,1.4,Petrol,2014,54597,18701.70000000000000,10,SCRATCH
Ford,Focus,1.0,Petrol,2008,66549,9805.90000000000000,16,SCRATCH
Toyota,Yaris,1.2,Hybrid,1993,130769,2374.050000000000000000,31,SCRATCH
BMW,Z4,2.2,Petrol,2010,48942,20532.35000000000000,14,SCRATCH
Ford,Mondeo,1.6,Diesel,2018,22330,32903.25000000000000,6,SCRATCH
VW,Passat,1.4,Diesel,1998,114659,4650.250000000000000000,26,SCRATCH
VW,Passat,1.8,Diesel,2016,48856,27608.90000000000000,8,SCRATCH
Toyota,RAV4,1.8,Hybrid,2013,76027,25228.20000000000000,11,SCRATCH
VW,Passat,1.4,Diesel,2011,97223,12592.25000000000000,13,SCRATCH
VW,Polo,1.0,Petrol,2000,100853,3205.300000000000000000,24,SCRATCH
VW,Passat,1.6,Diesel,1998,108587,5204.100000000000000000,26,SCRATCH
Porsche,Cayenne,3.0,Petrol,2017,44594,56229.55000000000000,7,SCRATCH
Toyota,Yaris,1.4,Petrol,2012,64257,12280.65000000000000,12,SCRATCH
Ford,Fiesta,1.2,Petrol,2013,126186,6719.350000000000000000,11,SCRATCH
Toyota,Prius,1.8,Hybrid,1991,100258,4171.450000000000000000,33,SCRATCH
Toyota,Prius,1.8,Hybrid,2011,75532,18848.00000000000000,13,SCRATCH
VW,Polo,1.2,Petrol,2008,61281,7869.80,16,SCRATCH
Porsche,911,2.2,Petrol,2000,135015,12179.00000000000000,24,SCRATCH
VW,Passat,1.4,Diesel,2015,57262,21603.95000000000000,9,SCRATCH
Ford,Mondeo,2.0,Diesel,1987,177441,1519.050000000000000000,37,SCRATCH
Ford,Focus,1.0,Petrol,2001,101976,4801.300000000000000000,23,SCRATCH
Toyota,RAV4,1.8,Hybrid,2016,40303,38745.75000000000000,8,SCRATCH
Porsche,911,3.0,Petrol,2009,105010,32633.45000000000000,15,SCRATCH
Toyota,Yaris,1.4,Petrol,2018,25222,23244.60000000000000,6,SCRATCH
VW,Golf,1.8,Petrol,1998,176844,2434.850000000000000000,26,SCRATCH
Toyota,Yaris,1.4,Petrol,2012,26286,15487.85000000000000,12,SCRATCH
Ford,Fiesta,1.0,Petrol,2015,61446,11151.10000000000000,9,SCRATCH
Porsche,718 Cayman,2.4,Petrol,2015,57700,34249.40000000000000,9,SCRATCH
VW,Golf,1.4,Petrol,1991,219455,926.250000000000000000,33,SCRATCH
Porsche,718 Cayman,4.0,Petrol,1992,175209,3920.650000000000000000,32,SCRATCH
VW,Passat,1.4,Petrol,1992,228945,1132.400000000000000000,32,SCRATCH
VW,Polo,1.6,Petrol,2015,58328,14770.60000000000000,9,SCRATCH
Ford,Mondeo,1.4,Diesel,2014,86926,15670.25000000000000,10,SCRATCH
Toyota,Yaris,1.0,Petrol,2011,91742,8042.700000000000000000,13,SCRATCH
BMW,X3,3.0,Diesel,2001,251206,2863.300000000000000000,23,SCRATCH
Toyota,Yaris,1.0,Hybrid,2010,71270,10405.35000000000000,14,SCRATCH
VW,Golf,1.2,Diesel,2015,40965,17756.45000000000000,9,SCRATCH
Ford,Mondeo,1.8,Diesel,1991,280592,739.100000000000000000,33,SCRATCH
Ford,Focus,1.4,Petrol,1994,135912,2746.450000000000000000,30,SCRATCH
VW,Passat,2.0,Diesel,2013,48603,23864.00000000000000,11,SCRATCH
VW,Golf,1.2,Petrol,2014,47545,15198.10000000000000,10,SCRATCH
Ford,Focus,1.6,Petrol,1989,236578,883.500000000000000000,35,SCRATCH
Ford,Focus,1.0,Petrol,2000,163651,2760.700000000000000000,24,SCRATCH
VW,Golf,1.4,Hybrid,1998,208063,1962.700000000000000000,26,SCRATCH
VW,Polo,1.4,Diesel,2006,61418,7804.250000000000000000,18,SCRATCH
Ford,Mondeo,1.4,Diesel,2012,93870,13053.00000000000000,12,SCRATCH
Toyota,Yaris,1.0,Petrol,2012,41363,11986.15000000000000,12,SCRATCH
Ford,Focus,2.0,Petrol,1995,145540,3248.050000000000000000,29,SCRATCH
Toyota,RAV4,1.8,Hybrid,2008,89098,16506.25000000000000,16,SCRATCH
Toyota,Yaris,1.4,Petrol,2003,131933,4123.95,21,SCRATCH
Ford,Mondeo,1.6,Diesel,1993,170159,2156.500000000000000000,31,SCRATCH
VW,Passat,2.0,Diesel,2014,39860,26904.00000000000000,10,SCRATCH
Toyota,Yaris,1.2,Hybrid,2013,52010,15776.65000000000000,11,SCRATCH
Ford,Fiesta,1.4,Petrol,1996,151736,1904.750000000000000000,28,SCRATCH
Toyota,Yaris,1.2,Petrol,1990,194212,953.800000000000000000,34,SCRATCH
Ford,Fiesta,1.0,Diesel,2003,124230,3357.300000000000000000,21,SCRATCH
Toyota,RAV4,2.2,Hybrid,2002,106849,10751.15000000000000,22,SCRATCH
VW,Golf,2.0,Petrol,2011,98157,11422.80000000000000,13,SCRATCH
Ford,Focus,1.4,Diesel,2002,154457,4230.350000000000000000,22,SCRATCH
Ford,Focus,1.6,Petrol,2002,111756,6035.350000000000000000,22,SCRATCH
VW,Golf,2.0,Diesel,1995,192980,1919.000000000000000000,29,SCRATCH
Toyota,RAV4,2.0,Hybrid,1994,242189,1917.100000000000000000,30,SCRATCH
Ford,Mondeo,1.8,Diesel,1993,254591,1078.250000000000000000,31,SCRATCH
BMW,X3,2.4,Diesel,2018,26881,45941.05000000000000,6,SCRATCH
Ford,Mondeo,1.6,Diesel,1998,134364,4037.500000000000000000,26,SCRATCH
Ford,Focus,1.6,Diesel,1998,177824,2846.200000000000000000,26,SCRATCH
Toyota,Yaris,1.2,Petrol,2018,32908,20594.10000000000000,6,SCRATCH
VW,Passat,1.8,Diesel,2005,172978,5252.550000000000000000,19,SCRATCH
VW,Polo,2.0,Petrol,1993,211596,1143.800000000000000000,31,SCRATCH
Toyota,Prius,1.8,Hybrid,1988,245260,1007.950000000000000000,36,SCRATCH
VW,Passat,2.0,Petrol,1992,202726,1711.900000000000000000,32,SCRATCH
VW,Polo,1.2,Petrol,2007,32844,8770.400000000000000000,17,SCRATCH
VW,Polo,1.6,Petrol,1984,349757,152.950000000000000000,40,SCRATCH
Ford,Mondeo,1.4,Diesel,2015,19481,25598.70000000000000,9,SCRATCH
BMW,M5,4.4,Petrol,1995,89082,14744.95000000000000,29,SCRATCH
Toyota,Prius,1.4,Hybrid,2004,116211,7770.050000000000000000,20,SCRATCH
VW,Golf,1.4,Petrol,2011,42588,13853.85000000000000,13,SCRATCH
BMW,X3,2.4,Diesel,1998,125571,6197.800000000000000000,26,SCRATCH
Toyota,Prius,1.8,Hybrid,1991,320636,604.200000000000000000,33,SCRATCH
BMW,M5,5.0,Petrol,2017,41074,93384.05000000000000,7,SCRATCH
Ford,Focus,1.0,Petrol,2001,176771,2641.000000000000000000,23,SCRATCH
VW,Golf,1.8,Petrol,1991,120445,2416.800000000000000000,33,SCRATCH
VW,Golf,1.6,Petrol,2012,43971,15698.75000000000000,12,SCRATCH
Toyota,RAV4,2.0,Hybrid,1993,197412,2682.800000000000000000,31,SCRATCH
VW,Passat,1.4,Diesel,1996,163039,2764.500000000000000000,28,SCRATCH
VW,Passat,1.6,Diesel,1991,228049,1198.900000000000000000,33,SCRATCH
VW,Polo,1.2,Petrol,2013,59017,11145.40000000000000,11,SCRATCH
Ford,Focus,2.0,Diesel,2000,156830,4338.650000000000000000,24,SCRATCH
Ford,Focus,1.4,Diesel,1997,192162,2200.200000000000000000,27,SCRATCH
Porsche,911,2.2,Petrol,2017,54136,67607.70000000000000,7,SCRATCH
Toyota,Prius,1.8,Hybrid,2005,148224,7315.000000000000000000,19,SCRATCH
Ford,Mondeo,1.4,Diesel,2016,53490,22388.65000000000000,8,SCRATCH
Toyota,Prius,1.0,Hybrid,1987,300337,418.950000000000000000,37,SCRATCH
Ford,Fiesta,1.4,Petrol,2007,75741,7038.550000000000000000,17,SCRATCH
VW,Passat,2.0,Diesel,2002,137589,6069.550000000000000000,22,SCRATCH
Ford,Mondeo,1.6,Diesel,2015,51448,22679.35000000000000,9,SCRATCH
VW,Golf,1.8,Hybrid,2002,239485,2187.850000000000000000,22,SCRATCH
Toyota,Prius,1.0,Hybrid,2006,115616,7537.300000000000000000,18,SCRATCH
Porsche,911,2.2,Petrol,1991,297130,1582.700000000000000000,33,SCRATCH
BMW,Z4,2.4,Petrol,2015,34898,32575.50000000000000,9,SCRATCH
Ford,Fiesta,1.0,Petrol,1996,254806,648.850000000000000000,28,SCRATCH
Ford,Mondeo,1.8,Diesel,2015,40213,25769.70000000000000,9,SCRATCH
BMW,M5,5.0,Petrol,2005,101642,27963.25000000000000,19,SCRATCH
VW,Polo,1.6,Petrol,2009,61382,9708.05000000000000,15,SCRATCH
Toyota,Prius,1.0,Hybrid,2000,218598,2131.800000000000000000,24,SCRATCH
BMW,X3,3.0,Diesel,1995,182121,3563.450000000000000000,29,SCRATCH
VW,Passat,1.4,Diesel,2004,171095,4403.250000000000000000,20,SCRATCH
Ford,Focus,1.6,Diesel,2016,31915,27523.40000000000000,8,SCRATCH
Toyota,RAV4,2.4,Hybrid,2000,102897,10119.40000000000000,24,SCRATCH
Toyota,Prius,1.4,Hybrid,2007,104098,10393.95000000000000,17,SCRATCH
Ford,Fiesta,1.4,Petrol,1988,158893,1052.600000000000000000,36,SCRATCH
Ford,Fiesta,1.0,Petrol,2015,29596,13549.85000000000000,9,SCRATCH
VW,Polo,1.6,Petrol,1997,147069,2319.900000000000000000,27,SCRATCH
Toyota,Yaris,1.2,Petrol,2015,31816,16967.95000000000000,9,SCRATCH
VW,Golf,1.4,Hybrid,2014,81091,15812.75000000000000,10,SCRATCH
Ford,Mondeo,1.8,Hybrid,1999,75459,8087.350000000000000000,25,SCRATCH
Toyota,Prius,1.0,Hybrid,1995,159858,2543.150000000000000000,29,SCRATCH
Ford,Focus,2.0,Petrol,2009,131270,9257.750000000000000000,15,SCRATCH
VW,Golf,1.6,Petrol,1988,200415,960.450000000000000000,36,SCRATCH
VW,Golf,1.2,Petrol,2008,113799,6449.550000000000000000,16,SCRATCH
VW,Polo,2.0,Diesel,1993,157951,1907.600000000000000000,31,SCRATCH
Ford,Fiesta,1.2,Petrol,2013,65731,10394.90000000000000,11,SCRATCH
Ford,Mondeo,1.8,Diesel,1999,201504,2602.050000000000000000,25,SCRATCH
Ford,Mondeo,1.4,Petrol,1995,143703,2733.150000000000000000,29,SCRATCH
Toyota,Prius,1.0,Hybrid,2018,44898,27304.90000000000000,6,SCRATCH
Ford,Mondeo,1.4,Petrol,1998,240388,1440.200000000000000000,26,SCRATCH
BMW,Z4,3.0,Petrol,1993,193718,2558.350000000000000000,31,SCRATCH
Toyota,Prius,1.8,Hybrid,1999,144045,5073.000000000000000000,25,SCRATCH
Ford,Fiesta,1.2,Diesel,1998,137567,2372.150000000000000000,26,SCRATCH
Ford,Focus,1.4,Diesel,2016,49201,23209.45000000000000,8,SCRATCH
Toyota,Yaris,1.4,Petrol,1992,253355,690.650000000000000000,32,SCRATCH
VW,Polo,1.6,Petrol,2000,234053,1331.900000000000000000,24,SCRATCH
Toyota,RAV4,2.0,Hybrid,2008,134165,12394.65000000000000,16,SCRATCH
Ford,Fiesta,1.4,Diesel,1998,170392,1956.050000000000000000,26,SCRATCH
VW,Golf,1.6,Diesel,2017,33061,24548.95000000000000,7,SCRATCH
Toyota,Prius,1.4,Hybrid,2018,30550,35177.55000000000000,6,SCRATCH
Toyota,Yaris,1.2,Hybrid,1988,183837,1096.300000000000000000,36,SCRATCH
Toyota,Yaris,1.2,Hybrid,1992,122209,2374.050000000000000000,32,SCRATCH
Ford,Mondeo,2.0,Diesel,2009,66456,15432.75000000000000,15,SCRATCH
Ford,Mondeo,2.0,Diesel,2007,69280,13255.35000000000000,17,SCRATCH
Ford,Mondeo,2.0,Diesel,2003,90741,8755.200000000000000000,21,SCRATCH
Ford,Mondeo,1.4,Diesel,2004,115846,6507.500000000000000000,20,SCRATCH
VW,Polo,1.6,Petrol,2005,108728,5338.050000000000000000,19,SCRATCH
Toyota,Prius,1.0,Hybrid,2010,88551,12007.05000000000000,14,SCRATCH
Ford,Mondeo,1.6,Diesel,2013,58390,18994.30000000000000,11,SCRATCH
Toyota,Prius,1.4,Hybrid,2002,13079,13337.05000000000000,22,SCRATCH
BMW,Z4,2.2,Petrol,2007,76905,14007.75000000000000,17,SCRATCH
Ford,Fiesta,1.4,Diesel,2018,37223,19666.90000000000000,6,SCRATCH
Toyota,Yaris,1.4,Hybrid,2004,91228,7186.750000000000000000,20,SCRATCH
Toyota,Yaris,1.2,Petrol,2007,64163,8151.950000000000000000,17,SCRATCH
Toyota,Prius,1.4,Hybrid,2008,83948,12842.10000000000000,16,SCRATCH
VW,Polo,1.4,Petrol,1997,195649,1438.300000000000000000,27,SCRATCH
Ford,Focus,1.0,Diesel,2007,97843,7751.050000000000000000,17,SCRATCH
VW,Polo,1.0,Diesel,2006,102737,4951.400000000000000000,18,SCRATCH
BMW,M5,4.0,Petrol,2012,61201,52773.45000000000000,12,SCRATCH
BMW,X3,2.0,Diesel,2010,38260,23029.90000000000000,14,SCRATCH
Toyota,Yaris,1.2,Petrol,2010,103750,7553.450000000000000000,14,SCRATCH
Toyota,Yaris,1.2,Hybrid,1985,159089,1106.750000000000000000,39,SCRATCH
Ford,Mondeo,1.6,Diesel,2017,32308,29086.15000000000000,7,SCRATCH
Ford,Focus,1.4,Petrol,2004,67853,8810.300000000000000000,20,SCRATCH
Toyota,Yaris,1.2,Hybrid,1993,31723,4699.650000000000000000,31,SCRATCH
Toyota,Prius,1.8,Hybrid,2018,44319,36763.10000000000000,6,SCRATCH
VW,Golf,1.8,Hybrid,1998,142454,3889.300000000000000000,26,SCRATCH
Ford,Fiesta,1.0,Petrol,2016,36941,13877.60000000000000,8,SCRATCH
Toyota,Prius,1.8,Hybrid,2004,54344,13584.05000000000000,20,SCRATCH
VW,Polo,2.0,Petrol,2002,157727,3317.400000000000000000,22,SCRATCH
VW,Golf,1.4,Petrol,1993,231830,946.200000000000000000,31,SCRATCH
Ford,Focus,2.0,Petrol,1992,224014,1351.850000000000000000,32,SCRATCH
Toyota,Prius,1.8,Hybrid,1997,155765,4033.700000000000000000,27,SCRATCH
Toyota,Prius,1.4,Hybrid,2009,87684,13372.20000000000000,15,SCRATCH
Ford,Mondeo,1.8,Diesel,2015,60827,22661.30000000000000,9,SCRATCH
Toyota,Prius,1.0,Hybrid,2005,79714,9151.350000000000000000,19,SCRATCH
Ford,Fiesta,1.2,Petrol,2002,139214,2911.750000000000000000,22,SCRATCH
VW,Golf,1.8,Petrol,2010,92884,10531.70000000000000,14,SCRATCH
VW,Polo,1.0,Petrol,2007,133102,3996.650000000000000000,17,SCRATCH
Ford,Mondeo,1.6,Diesel,2003,83675,8231.750000000000000000,21,SCRATCH
Ford,Fiesta,1.2,Petrol,2013,35476,12554.25000000000000,11,SCRATCH
Ford,Focus,1.4,Diesel,2014,48582,20389.85000000000000,10,SCRATCH
BMW,M5,4.0,Petrol,2012,43043,59141.30,12,SCRATCH
BMW,X3,3.0,Diesel,2016,55085,37943.95000000000000,8,SCRATCH
Toyota,Prius,1.4,Hybrid,2011,70862,17155.10000000000000,13,SCRATCH
Toyota,Yaris,1.0,Petrol,2018,27922,19346.75000000000000,6,SCRATCH
VW,Polo,1.0,Petrol,2009,88236,6396.350000000000000000,15,SCRATCH
Toyota,RAV4,2.2,Hybrid,1994,246038,1940.850000000000000000,30,SCRATCH
Toyota,RAV4,2.4,Petrol,2017,48022,38023.75000000000000,7,SCRATCH
VW,Golf,1.6,Hybrid,1996,82055,5057.800000000000000000,28,SCRATCH
VW,Passat,1.4,Diesel,2005,122510,6982.500000000000000000,19,SCRATCH
Ford,Focus,2.0,Diesel,1992,292859,748.600000000000000000,32,SCRATCH
Porsche,718 Cayman,4.0,Petrol,2017,35278,57981.35,7,SCRATCH
Toyota,Prius,1.4,Hybrid,2017,32222,32592.60000000000000,7,SCRATCH
BMW,X3,2.4,Diesel,2017,46970,38165.30000000000000,7,SCRATCH
Toyota,Prius,1.0,Hybrid,2003,157493,4421.300000000000000000,21,SCRATCH
Ford,Fiesta,1.2,Petrol,2012,43863,11170.10000000000000,12,SCRATCH
Porsche,718 Cayman,2.0,Petrol,2006,107197,12167.60000000000000,18,SCRATCH
BMW,M5,4.4,Petrol,1997,212613,6172.150000000000000000,27,SCRATCH
Toyota,RAV4,2.2,Hybrid,2007,86687,17365.05000000000000,17,SCRATCH
Ford,Fiesta,1.2,Petrol,1995,158215,1563.700000000000000000,29,SCRATCH
VW,Polo,1.4,Petrol,2009,78586,8094.950000000000000000,15,SCRATCH
VW,Polo,1.0,Petrol,1996,279425,529.150000000000000000,28,SCRATCH
VW,Golf,1.8,Petrol,2003,91489,6669.950000000000000000,21,SCRATCH
Ford,Mondeo,1.4,Diesel,2015,53681,20919.00000000000000,9,SCRATCH
Ford,Focus,1.6,Petrol,2008,87803,10726.45000000000000,16,SCRATCH
BMW,M5,4.4,Petrol,1990,199327,4353.850000000000000000,34,SCRATCH
Ford,Mondeo,1.4,Diesel,2006,97199,8541.450000000000000000,18,SCRATCH
VW,Golf,1.6,Diesel,2004,96256,6821.000000000000000000,20,SCRATCH
Toyota,Yaris,1.2,Hybrid,2008,81635,9293.850000000000000000,16,SCRATCH
VW,Polo,1.6,Petrol,1997,186155,1670.100000000000000000,27,SCRATCH
Toyota,Yaris,1.2,Hybrid,1992,197760,1268.250000000000000000,32,SCRATCH
Ford,Focus,1.0,Petrol,1991,269886,586.150000000000000000,33,SCRATCH
VW,Golf,1.4,Diesel,1987,229364,681.150000000000000000,37,SCRATCH
Ford,Mondeo,2.0,Diesel,2004,144846,6192.100000000000000000,20,SCRATCH
Ford,Focus,1.6,Petrol,1997,145239,3327.850000000000000000,27,SCRATCH
BMW,Z4,3.0,Petrol,1990,228605,1534.250000000000000000,34,SCRATCH
Toyota,Prius,1.8,Hybrid,1990,30116,6183.550000000000000000,34,SCRATCH
VW,Golf,1.8,Petrol,2006,115534,6822.90,18,SCRATCH
Ford,Focus,1.0,Petrol,2014,53175,15947.65000000000000,10,SCRATCH
Toyota,RAV4,2.4,Hybrid,1986,236197,1301.500000000000000000,38,SCRATCH
Ford,Fiesta,1.2,Hybrid,2009,92221,7962.900000000000000000,15,SCRATCH
Toyota,Prius,1.4,Hybrid,1995,178122,2579.250000000000000000,29,SCRATCH
VW,Passat,1.8,Diesel,1991,116209,3268.000000000000000000,33,SCRATCH
Ford,Fiesta,1.4,Petrol,2016,42877,15846.95000000000000,8,SCRATCH
VW,Golf,1.4,Petrol,2001,164834,2904.150000000000000000,23,SCRATCH
BMW,X3,3.0,Diesel,1999,66023,11381.95000000000000,25,SCRATCH
Ford,Mondeo,1.4,Diesel,2003,129944,5458.700000000000000000,21,SCRATCH
Porsche,718 Cayman,2.4,Petrol,1988,298511,757.150000000000000000,36,SCRATCH
Ford,Fiesta,1.2,Petrol,1997,154515,1842.050000000000000000,27,SCRATCH
BMW,Z4,2.4,Petrol,1999,78256,8503.450000000000000000,25,SCRATCH
BMW,Z4,2.0,Petrol,2005,64897,12668.25000000000000,19,SCRATCH
BMW,M5,4.4,Petrol,1997,139913,11463.65000000000000,27,SCRATCH
Ford,Fiesta,1.0,Petrol,2016,34147,14106.55000000000000,8,SCRATCH
Ford,Mondeo,1.4,Hybrid,1998,178160,3005.800000000000000000,26,SCRATCH
Ford,Focus,1.6,Hybrid,2010,90853,14392.50000000000000,14,SCRATCH
VW,Golf,1.4,Petrol,2005,129704,5045.450000000000000000,19,SCRATCH
Ford,Mondeo,1.6,Diesel,1997,130117,3906.400000000000000000,27,SCRATCH
VW,Passat,1.4,Diesel,2014,50830,21049.15000000000000,10,SCRATCH
BMW,Z4,2.2,Petrol,2013,24019,29051.00000000000000,11,SCRATCH
Toyota,Yaris,1.2,Petrol,2011,110357,7686.450000000000000000,13,SCRATCH
VW,Polo,1.4,Petrol,2016,35112,17034.45000000000000,8,SCRATCH
Porsche,911,2.2,Petrol,2018,33230,82053.40000000000000,6,SCRATCH
Ford,Focus,1.6,Petrol,1996,184200,2245.800000000000000000,28,SCRATCH
Toyota,Prius,1.0,Hybrid,2000,139663,4186.650000000000000000,24,SCRATCH
BMW,M5,4.4,Petrol,2015,64980,65956.60000000000000,9,SCRATCH
VW,Golf,2.0,Petrol,1999,152723,3359.200000000000000000,25,SCRATCH
VW,Polo,1.4,Petrol,2011,46074,11428.50000000000000,13,SCRATCH
Toyota,RAV4,2.2,Hybrid,2001,89750,11390.50000000000000,23,SCRATCH
BMW,Z4,2.4,Petrol,1996,196633,2724.600000000000000000,28,SCRATCH
BMW,X3,2.0,Diesel,1998,207504,2846.200000000000000000,26,SCRATCH
Toyota,Prius,1.4,Hybrid,2018,24330,36442.95000000000000,6,SCRATCH
Toyota,Yaris,1.0,Petrol,1998,210140,1290.100000000000000000,26,SCRATCH
VW,Polo,2.0,Petrol,2013,87696,11855.05000000000000,11,SCRATCH
Ford,Mondeo,1.4,Diesel,2018,22941,30673.60000000000000,6,SCRATCH
Toyota,Prius,1.0,Hybrid,1994,86751,4184.750000000000000000,30,SCRATCH
Toyota,Prius,1.0,Hybrid,1991,145895,2185.000000000000000000,33,SCRATCH
Ford,Focus,1.0,Diesel,2006,112190,6519.850000000000000000,18,SCRATCH
VW,Polo,1.2,Petrol,1986,313020,215.650000000000000000,38,SCRATCH
Toyota,Prius,1.0,Hybrid,1991,303866,529.150000000000000000,33,SCRATCH
VW,Polo,1.4,Diesel,1986,283325,324.900000000000000000,38,SCRATCH
